"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","base_knowledge","admission","acceptance","crime","influx","threat_perception","voting","ideology","party","immigrant_status","Q14","race","age","income","gender","religion","Q20","MobileDev","Q_TotalDuration","AmazonId","treatment","educ_d","education","age_binned","admission_dichotimized","acceptance_dichotimized","crime_dichotimized","influx_dichotimized","threat_dichotimized","voting_dichotimized","weight"
"174",477,"2021-12-08 10:10:07","2021-12-08 10:12:03","IP Address","73.193.28.215",100,115,"True","2021-12-08 10:12:03","R_4SLbug5srznVWXT",NA,NA,NA,NA,47.2248992919922,-122.44450378418,"anonymous","EN",1,2,2,2,-2,2,2,2,-2,"Democrat",1,"High school or equivalent","Asian or Pacific Islander",40,"Less than $20,000","Male","Catholic ","i like this survey",0,115,"A1FEGFNCFTGELA","traditional security","High school or less","Associate or less","40 to 59",0,0,1,0,0,0,2.13929493652193
"175",478,"2021-12-08 10:06:19","2021-12-08 10:12:04","IP Address","38.17.54.105",100,345,"True","2021-12-08 10:12:04","R_3knfVdSGRLqWeg0",NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN",1,1,1,1,0,1,0,1,0,"Republican",0,"Some college coursework completed","White",39,"$50,000 to $74,999","Male","Catholic ","No.",0,345,"A61MPUMVXM6B1","border security","Some college/Associates","Associate or less","25 to 39",0,0,0,0,0,0,1.63413831354338
"176",479,"2021-12-08 10:09:24","2021-12-08 10:12:06","IP Address","67.188.221.125",100,161,"True","2021-12-08 10:12:07","R_1OjIP5mEDEAEHuZ",NA,NA,NA,NA,37.8106994628906,-122.247894287109,"anonymous","EN",1,1,0,0,0,-2,0,-1,1,"Republican",0,"Bachelor's degree","White",60,"Over $100,000","Female","Agnostic","none",0,161,"AFDQ9MCITLN0F","border security","Bachelor's degree","Bachelor or higher","60+",0,0,0,1,0,1,2.55439913326536
"177",480,"2021-12-08 10:09:22","2021-12-08 10:12:07","IP Address","69.133.26.169",100,165,"True","2021-12-08 10:12:07","R_271LQmuA2WmWM6X",NA,NA,NA,NA,39.5984954833984,-82.9259033203125,"anonymous","EN",1,2,0,0,1,2,2,1,2,"Democrat",0,"Associate degree","White",39,"Over $100,000","Female","Catholic ","no",0,165,"A2BV125YV6CQG0","control","Some college/Associates","Associate or less","25 to 39",0,0,0,0,0,0,0.869561900918844
"178",481,"2021-12-08 10:09:03","2021-12-08 10:12:08","IP Address","192.132.44.147",100,184,"True","2021-12-08 10:12:08","R_1K6ZwL8cywDEEtH",NA,NA,NA,NA,32.7489929199219,-96.4628982543945,"anonymous","EN",1,1,-2,-2,2,0,-1,-1,1,"Republican",1,"Bachelor's degree","Asian or Pacific Islander",37,"Over $100,000","Male","Protestant","",0,184,"A3VPD34C23PQTQ","control","Bachelor's degree","Bachelor or higher","25 to 39",1,1,0,0,1,1,0.375545359464933
"179",482,"2021-12-08 10:09:15","2021-12-08 10:12:08","IP Address","162.229.201.5",100,173,"True","2021-12-08 10:12:09","R_3oL8Sz9gghyj0PP",NA,NA,NA,NA,32.3954925537109,-97.325798034668,"anonymous","EN",1,1,0,0,0,-1,-1,0,1,"Other",0,"Associate degree","White",75,"$35,000 to $49,999","Female","Protestant","no",0,173,"A1HBR039T867GV","control","Some college/Associates","Associate or less","60+",0,0,0,1,1,0,6
"180",483,"2021-12-08 10:10:01","2021-12-08 10:12:09","IP Address","168.235.1.4",100,127,"True","2021-12-08 10:12:09","R_AKSsp3NujEXJapP",NA,NA,NA,NA,41.9450073242188,-87.7995986938477,"anonymous","EN",1,1,-2,-2,0,-2,1,-2,1,"Republican",0,"Master's degree","White",48,"Over $100,000","Female","Catholic ","no",0,127,"A8289AEOKHKV4","traditional security","Postgraduate degree","Bachelor or higher","40 to 59",1,1,0,1,0,1,0.780842809307249
"181",484,"2021-12-08 10:10:47","2021-12-08 10:12:09","IP Address","24.95.45.111",100,82,"True","2021-12-08 10:12:09","R_2wHcwlSy3Wgxd3I",NA,NA,NA,NA,39.6461944580078,-81.8546981811523,"anonymous","EN",1,2,-1,-1,-1,1,1,1,-2,"Democrat",0,"Master's degree","Black or African American",31,"$75,000 to $99,999","Male","Catholic ","",0,82,"A3I802G0TEJ1BE","traditional security","Postgraduate degree","Bachelor or higher","25 to 39",1,1,1,0,0,0,0.422348538313275
"182",485,"2021-12-08 10:10:59","2021-12-08 10:12:11","IP Address","208.203.210.115",100,71,"True","2021-12-08 10:12:11","R_BJUTN0Lvvj5tCvf",NA,NA,NA,NA,40.6737060546875,-73.5335998535156,"anonymous","EN",1,2,2,1,-1,2,1,2,-1,"Other",1,"Master's degree","White",30,"$50,000 to $74,999","Male","Catholic ","n/a",0,71,"A2606H1OBCDOG5","control","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.470898209055271
"183",486,"2021-12-08 10:10:00","2021-12-08 10:12:11","IP Address","208.45.126.48",100,130,"True","2021-12-08 10:12:11","R_vuhzo8NDUc5BubD",NA,NA,NA,NA,46.7545928955078,-92.5408020019531,"anonymous","EN",1,1,1,0,0,-1,-1,1,-1,"Other",0,"Some college coursework completed","White",21,"$20,000 to $34,999","Female","Progressive","",0,130,"AFXTU2RV5QUW0","border security","Some college/Associates","Associate or less","18 to 24",0,0,0,1,1,0,6
"184",487,"2021-12-08 10:10:32","2021-12-08 10:12:11","IP Address","71.223.137.18",100,99,"True","2021-12-08 10:12:12","R_pTbX6H5AmN9xltL",NA,NA,NA,NA,33.5628967285156,-112.051902770996,"anonymous","EN",1,1,0,0,0,0,-1,0,0,"Other",0,"Some college coursework completed","White",38,"$35,000 to $49,999","Male","Atheist","None.",0,99,"A3K2VSBTT3WUTI","control","Some college/Associates","Associate or less","25 to 39",0,0,0,0,1,0,2.28571365721951
"185",488,"2021-12-08 10:10:30","2021-12-08 10:12:16","IP Address","199.204.33.27",100,105,"True","2021-12-08 10:12:16","R_2QrKcdIFxMiddCS",NA,NA,NA,NA,42.1920928955078,-121.723297119141,"anonymous","EN",1,1,0,1,1,-1,-1,0,0,"Republican",0,"Associate degree","White",48,"$50,000 to $74,999","Male","Catholic ","Thanks",0,105,"A1F1OZ54G177D8","traditional security","Some college/Associates","Associate or less","40 to 59",0,0,0,1,1,0,4.8460964136574
"186",489,"2021-12-08 10:08:41","2021-12-08 10:12:18","IP Address","73.25.211.6",100,217,"True","2021-12-08 10:12:18","R_114NljvDZobibIw",NA,NA,NA,NA,45.6652069091797,-122.521499633789,"anonymous","EN",1,0,2,2,0,1,-2,2,-2,"Democrat",0,"Bachelor's degree","White",49,"$20,000 to $34,999","Female","Spiritual—not religious","",0,217,"A1FG2G9TZSDN","border security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,0,0,1,0,0.477924450816928
"187",490,"2021-12-08 10:08:54","2021-12-08 10:12:18","IP Address","68.45.24.184",100,203,"True","2021-12-08 10:12:19","R_3MG5zbjQ05oSVZQ",NA,NA,NA,NA,39.1396942138672,-86.5140991210938,"anonymous","EN",1,0,1,1,0,1,0,0,-1,"Democrat",0,"Associate degree","White",34,"$20,000 to $34,999","Female","None","",0,203,"AMFT78BSZA5MV","traditional security","Some college/Associates","Associate or less","25 to 39",0,0,0,0,0,0,0.869561900918844
"188",491,"2021-12-08 10:10:09","2021-12-08 10:12:19","IP Address","70.189.80.96",100,130,"True","2021-12-08 10:12:20","R_2cprevyh7J8oFa1",NA,NA,NA,NA,36.0944061279297,-95.9717025756836,"anonymous","EN",1,1,-2,-2,-1,-2,2,-2,1,"Republican",0,"Some college coursework completed","White",36,"Less than $20,000","Female","Agnostic","no",0,130,"A4BDXOXC4D8FX","traditional security","Some college/Associates","Associate or less","25 to 39",1,1,1,1,0,1,1.63413831354338
"189",492,"2021-12-08 10:10:58","2021-12-08 10:12:21","IP Address","24.140.28.90",100,82,"True","2021-12-08 10:12:21","R_3k5JwBg8lMLLpaX",NA,NA,NA,NA,40.8141937255859,-81.9386978149414,"anonymous","EN",1,2,1,2,-1,2,2,1,2,"Republican",1,"Master's degree","White",33,"$35,000 to $49,999","Male","Catholic ","",0,82,"A2BSO8VBPGA40O","traditional security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.392022400771548
"190",493,"2021-12-08 10:06:45","2021-12-08 10:12:23","IP Address","156.218.22.35",100,337,"True","2021-12-08 10:12:23","R_x5uAlVADAuQFw0V",NA,NA,NA,NA,31.2162017822266,29.9528961181641,"anonymous","EN",1,0,0,0,0,-1,0,0,0,"Democrat",1,"Bachelor's degree","White",29,"$75,000 to $99,999","Male","Muslim","No",0,337,"A2VNWJU49OOVFC","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,1,0,0,0.29946735993746
"191",494,"2021-12-08 10:10:01","2021-12-08 10:12:26","IP Address","45.41.224.32",100,144,"True","2021-12-08 10:12:26","R_pAXZ4s2F87gS7yF",NA,NA,NA,NA,36.0382995605469,-115.144599914551,"anonymous","EN",1,2,-1,0,-1,1,2,1,-1,"Republican",1,"Bachelor's degree","White",31,"$35,000 to $49,999","Male","Catholic ","GOOD SURVEY",0,144,"A2LR69IZXLDN5F","control","Bachelor's degree","Bachelor or higher","25 to 39",1,0,1,0,0,0,0.392022400771548
"192",495,"2021-12-08 10:08:05","2021-12-08 10:12:26","IP Address","207.244.77.38",100,261,"True","2021-12-08 10:12:26","R_ZyhGhkTwmVdRFGp",NA,NA,NA,NA,38.8155059814453,-77.1204986572266,"anonymous","EN",1,2,0,2,-2,2,2,1,-2,"Republican",1,"Associate degree","Black or African American",32,"Less than $20,000","Male","Agnostic","good",0,261,"APUM764DM9Y8D","border security","Some college/Associates","Associate or less","25 to 39",0,0,1,0,0,0,3.84581392862069
"193",496,"2021-12-08 10:09:54","2021-12-08 10:12:28","IP Address","191.96.177.123",100,153,"True","2021-12-08 10:12:28","R_R82UeMGOir255SN",NA,NA,NA,NA,42.2342071533203,-91.198600769043,"anonymous","EN",1,1,2,2,1,1,0,1,1,"Republican",0,"Master's degree","White",25,"Over $100,000","Female","Catholic ","nice",0,153,"AWPJSIA4493YF","border security","Postgraduate degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.392022400771548
"194",497,"2021-12-08 10:09:33","2021-12-08 10:12:28","IP Address","138.207.135.192",100,175,"True","2021-12-08 10:12:28","R_2XdGrniNCQUG2ZR",NA,NA,NA,NA,39.9219970703125,-79.8366012573242,"anonymous","EN",1,1,2,2,1,1,-1,2,-1,"Democrat",0,"Technical or occupational certificate","White",56,"$20,000 to $34,999","Male","Atheist","",1,175,"A3OZ8KF0HWSVWK","border security","Some college/Associates","Associate or less","40 to 59",0,0,0,0,1,0,2.34375586293784
"195",498,"2021-12-08 10:10:45","2021-12-08 10:12:31","IP Address","184.53.17.3",100,106,"True","2021-12-08 10:12:31","R_6V79jrMLps6en3H",NA,NA,NA,NA,39.9544067382812,-75.1657028198242,"anonymous","EN",1,1,1,2,1,1,-1,1,-1,"Democrat",0,"Associate degree","White",36,"$20,000 to $34,999","Male","None","",0,106,"A14EYTLSMJRPUK","traditional security","Some college/Associates","Associate or less","25 to 39",0,0,0,0,1,0,0.869561900918844
"196",499,"2021-12-08 10:09:27","2021-12-08 10:12:31","IP Address","74.105.122.206",100,184,"True","2021-12-08 10:12:31","R_3NUJiy3CgWpq5cC",NA,NA,NA,NA,40.9241027832031,-74.5139999389648,"anonymous","EN",1,1,1,1,0,-1,-2,0,-1,"Democrat",0,"Some college coursework completed","White",61,"$20,000 to $34,999","Male","Atheist","",0,184,"A134Z0KUOMR8CW","traditional security","Some college/Associates","Associate or less","60+",0,0,0,1,1,0,6
"197",500,"2021-12-08 10:09:57","2021-12-08 10:12:31","IP Address","71.9.198.167",100,153,"True","2021-12-08 10:12:32","R_73WPE3i7QYR2b4d",NA,NA,NA,NA,34.7666015625,-84.9848022460938,"anonymous","EN",1,1,0,0,1,0,-1,0,-1,"Democrat",0,"High school or equivalent","White",47,"$20,000 to $34,999","Female","Spiritual—not religious","Thank you",0,153,"A3908297ZI3LES","border security","High school or less","Associate or less","40 to 59",0,0,0,0,1,0,2.34375586293784
"198",501,"2021-12-08 10:11:03","2021-12-08 10:12:32","IP Address","73.134.250.141",100,89,"True","2021-12-08 10:12:32","R_3CDYVXmzA1w9BEB",NA,NA,NA,NA,39.3361053466797,-76.5389022827148,"anonymous","EN",1,1,0,0,0,-2,1,-1,0,"Democrat",0,"High school or equivalent","White",26,"$20,000 to $34,999","Male","Catholic ","no",0,89,"AXPZAP62ZYWP8","border security","High school or less","Associate or less","25 to 39",0,0,0,1,0,1,0.869561900918844
"199",502,"2021-12-08 10:10:40","2021-12-08 10:12:33","IP Address","72.239.198.149",100,113,"True","2021-12-08 10:12:34","R_3Ld0YNsATuivEoa",NA,NA,NA,NA,28.3159027099609,-80.7292022705078,"anonymous","EN",1,2,2,1,-1,2,1,1,1,"Democrat",1,"Master's degree","Hispanic or Latino",48,"$50,000 to $74,999","Female","Catholic ","nothing",0,113,"A6FPKKNTNCATN","border security","Postgraduate degree","Bachelor or higher","40 to 59",0,0,1,0,0,0,1.62337013184682
"200",503,"2021-12-08 10:09:18","2021-12-08 10:12:35","IP Address","162.235.157.11",100,196,"True","2021-12-08 10:12:35","R_3rM6PAbNBNXkoxg",NA,NA,NA,NA,42.7082977294922,-87.798698425293,"anonymous","EN",1,0,1,1,0,-2,-1,0,-1,"Democrat",0,"Some college coursework completed","White",66,"Less than $20,000","Male","Catholic ","no",0,196,"AL7UTA8J27TFK","traditional security","Some college/Associates","Associate or less","60+",0,0,0,1,1,0,6
"201",504,"2021-12-08 10:05:44","2021-12-08 10:12:35","IP Address","63.75.244.176",100,410,"True","2021-12-08 10:12:35","R_1HjxJbKybnVMXrY",NA,NA,NA,NA,43.4322967529297,-124.213104248047,"anonymous","EN",1,2,-2,-2,2,1,-1,1,-1,"Republican",0,"Master's degree","White",67,"$50,000 to $74,999","Male","Catholic ","it's interesting",0,410,"AH4WMTDAVHVMD","control","Postgraduate degree","Bachelor or higher","60+",1,1,0,0,1,0,2.55439913326536
"202",505,"2021-12-08 10:10:16","2021-12-08 10:12:35","IP Address","72.131.76.123",100,139,"True","2021-12-08 10:12:36","R_3EmLKushGm42q10",NA,NA,NA,NA,42.5601043701172,-87.875602722168,"anonymous","EN",1,1,-2,-2,-1,-2,1,-2,2,"Republican",0,"Associate degree","White",48,"$35,000 to $49,999","Female","None","no comments",0,139,"A1IKTS2RGE9D0T","traditional security","Some college/Associates","Associate or less","40 to 59",1,1,1,1,0,1,4.8460964136574
"203",506,"2021-12-08 10:09:08","2021-12-08 10:12:37","IP Address","208.203.209.201",100,208,"True","2021-12-08 10:12:37","R_3O1uDuadcILXVXX",NA,NA,NA,NA,40.7973022460938,-73.6473007202148,"anonymous","EN",1,2,1,1,0,1,0,1,0,"Democrat",0,"Bachelor's degree","White",27,"$50,000 to $74,999","Male","Catholic ","very interesting study.",0,208,"A3N0DSBAZJ54JE","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"204",507,"2021-12-08 10:10:42","2021-12-08 10:12:38","IP Address","99.55.151.81",100,115,"True","2021-12-08 10:12:38","R_2AHlytmOkKN3544",NA,NA,NA,NA,42.0106964111328,-87.6657028198242,"anonymous","EN",1,1,1,1,0,1,-1,1,-1,"Democrat",0,"Some college coursework completed","Hispanic or Latino",41,"$35,000 to $49,999","Female","Catholic ","",0,115,"A1O0MBBYA1EKHE","control","Some college/Associates","Associate or less","40 to 59",0,0,0,0,1,0,6
"205",508,"2021-12-08 10:10:59","2021-12-08 10:12:39","IP Address","98.146.140.1",100,99,"True","2021-12-08 10:12:39","R_3njxkg0k5OKODCM",NA,NA,NA,NA,47.7991943359375,-116.739303588867,"anonymous","EN",1,2,2,1,-2,2,2,1,-2,"Republican",0,"Bachelor's degree","White",67,"$75,000 to $99,999","Male","Catholic ","good",0,99,"A327NII0P3IZZ0","traditional security","Bachelor's degree","Bachelor or higher","60+",0,0,1,0,0,0,2.55439913326536
"206",509,"2021-12-08 10:11:24","2021-12-08 10:12:40","IP Address","45.41.224.15",100,76,"True","2021-12-08 10:12:41","R_237QQKznM2eAlxn",NA,NA,NA,NA,36.0382995605469,-115.144599914551,"anonymous","EN",1,2,1,-1,-2,1,0,1,-1,"Democrat",0,"Bachelor's degree","White",29,"Less than $20,000","Male","Catholic ","",0,76,"AIY2FL6JO3H1Q","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,1,1,0,0,0,0.29946735993746
"207",510,"2021-12-08 10:09:33","2021-12-08 10:12:41","IP Address","73.178.15.81",100,188,"True","2021-12-08 10:12:41","R_3wIv5QHRT9LC8il",NA,NA,NA,NA,40.5180053710938,-74.8452987670898,"anonymous","EN",1,1,2,2,1,1,-2,2,0,"Other",0,"Bachelor's degree","White",71,"$35,000 to $49,999","Male","Agnostic","",0,188,"A248AJGYU25OE9","traditional security","Bachelor's degree","Bachelor or higher","60+",0,0,0,0,1,0,3.63027702268259
"208",511,"2021-12-08 10:08:42","2021-12-08 10:12:41","IP Address","47.201.160.100",100,239,"True","2021-12-08 10:12:42","R_By6Q1iRrF9SNOlr",NA,NA,NA,NA,27.7384948730469,-82.6401977539062,"anonymous","EN",1,1,0,0,0,-1,-1,-1,1,"Republican",0,"Master's degree","White",60,"$50,000 to $74,999","Female","Protestant","",0,239,"A3UD7T1L80TCR3","control","Postgraduate degree","Bachelor or higher","60+",0,0,0,1,1,1,2.55439913326536
"209",512,"2021-12-08 10:10:41","2021-12-08 10:12:42","IP Address","73.187.219.99",100,120,"True","2021-12-08 10:12:42","R_1eFS274WW15wBQO",NA,NA,NA,NA,40.7957000732422,-77.8618011474609,"anonymous","EN",1,1,-1,-1,-1,1,0,-1,-1,"Democrat",0,"Master's degree","Asian or Pacific Islander",30,"$50,000 to $74,999","Female","Non Traditional","",0,120,"A27VK38SRSSHV3","traditional security","Postgraduate degree","Bachelor or higher","25 to 39",1,1,1,0,0,1,0.291904884323196
"210",513,"2021-12-08 10:10:47","2021-12-08 10:12:44","IP Address","72.178.90.53",100,117,"True","2021-12-08 10:12:45","R_VI3cdg8F5gSOZJ7",NA,NA,NA,NA,31.0330047607422,-97.6760025024414,"anonymous","EN",1,2,1,1,0,1,2,1,-1,"Democrat",1,"Bachelor's degree","White",27,"$50,000 to $74,999","Female","Catholic ","I LIKE SURVEY",0,117,"AT6RAM17M1NUV","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,0,0,0.29946735993746
"211",514,"2021-12-08 10:10:33","2021-12-08 10:12:45","IP Address","70.44.109.206",100,132,"True","2021-12-08 10:12:46","R_2sYGsDuHLrzzLee",NA,NA,NA,NA,40.1558074951172,-76.7966995239258,"anonymous","EN",1,1,0,0,0,0,-1,-1,0,"Other",0,"High school or equivalent","Other",38,"$35,000 to $49,999","Male","Spiritual—not religious","",0,132,"A2H6RIWM50KWA4","border security","High school or less","Associate or less","25 to 39",0,0,0,0,1,1,3.81014026724534
"212",515,"2021-12-08 10:10:48","2021-12-08 10:12:46","IP Address","65.27.246.26",100,117,"True","2021-12-08 10:12:46","R_1imnwVbLhxpZfel",NA,NA,NA,NA,39.2454071044922,-84.2537002563477,"anonymous","EN",1,2,2,1,-2,2,2,1,-2,"Democrat",1,"Bachelor's degree","Hispanic or Latino",36,"$50,000 to $74,999","Male","Catholic ","",0,117,"A3NVOMZZO59Y4D","control","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.649451997082979
"213",516,"2021-12-08 10:07:54","2021-12-08 10:12:46","IP Address","98.19.93.51",100,291,"True","2021-12-08 10:12:46","R_1LXAlqPBs9ILhWK",NA,NA,NA,NA,37.3441009521484,-85.3497009277344,"anonymous","EN",1,2,0,0,0,-2,-1,0,2,"Republican",0,"High school or equivalent","White",74,"$20,000 to $34,999","Female","Protestant","We don't have room for a lot more immigrants but I feel sorry for these people. ",0,291,"AKG7VBOY97HKA","control","High school or less","Associate or less","60+",0,0,0,1,1,0,6
"214",517,"2021-12-08 10:10:24","2021-12-08 10:12:48","IP Address","64.224.70.47",100,143,"True","2021-12-08 10:12:48","R_3p3dqZu3S2Uq2yV",NA,NA,NA,NA,38.4411010742188,-92.9998016357422,"anonymous","EN",1,0,2,1,2,0,-2,1,-2,"Other",0,"Some college coursework completed","White",64,"Less than $20,000","Female","Agnostic","",0,143,"A2TUUIV61CR0C7","control","Some college/Associates","Associate or less","60+",0,0,0,0,1,0,6
"215",518,"2021-12-08 10:10:48","2021-12-08 10:12:51","IP Address","70.122.212.193",100,122,"True","2021-12-08 10:12:51","R_2ahFOnvS5RzTWWz",NA,NA,NA,NA,33.0928039550781,-96.6454010009766,"anonymous","EN",1,1,-1,-2,0,-2,0,-2,1,"Other",0,"Bachelor's degree","White",45,"$50,000 to $74,999","Female","Protestant","",0,122,"A2S9O48PW9D2IP","control","Bachelor's degree","Bachelor or higher","40 to 59",1,1,0,1,0,1,1.03899115168368
"216",519,"2021-12-08 10:11:34","2021-12-08 10:12:53","IP Address","66.229.165.17",100,78,"True","2021-12-08 10:12:53","R_1Kd5eC2wLMEEBSY",NA,NA,NA,NA,26.7165069580078,-80.0679016113281,"anonymous","EN",1,2,1,0,-1,1,-2,1,1,"Republican",0,"Bachelor's degree","White",45,"$50,000 to $74,999","Male","Catholic ","good",0,78,"A1D7959K923NZE","border security","Bachelor's degree","Bachelor or higher","40 to 59",0,0,1,0,1,0,0.780842809307249
"217",520,"2021-12-08 10:10:47","2021-12-08 10:12:53","IP Address","63.75.240.7",100,125,"True","2021-12-08 10:12:53","R_3GrjUXBDpr4FkEO",NA,NA,NA,NA,43.4322967529297,-124.213104248047,"anonymous","EN",1,2,2,2,-2,1,2,1,1,"Other",1,"Bachelor's degree","White",34,"Over $100,000","Male","Protestant","good",0,125,"A1E9D1OT9VJYDZ","border security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,1,0,0,0,0.470898209055271
"218",521,"2021-12-08 10:10:30","2021-12-08 10:12:53","IP Address","68.108.146.152",100,142,"True","2021-12-08 10:12:53","R_R3nkM7LcfikkVih",NA,NA,NA,NA,36.2115020751953,-115.036499023438,"anonymous","EN",1,0,0,-1,-1,0,1,0,1,"Republican",0,"High school or equivalent","White",26,"$50,000 to $74,999","Male","Spiritual—not religious","",0,142,"AWJUGWPCUGKEG","control","High school or less","Associate or less","25 to 39",0,1,1,0,0,0,1.63413831354338
"219",522,"2021-12-08 10:10:10","2021-12-08 10:12:54","IP Address","107.180.131.90",100,163,"True","2021-12-08 10:12:54","R_1mpWeJU1n2phpuQ",NA,NA,NA,NA,39.0469055175781,-77.4903030395508,"anonymous","EN",1,2,1,0,1,2,1,-1,-2,"Republican",1,"Master's degree","White",38,"$50,000 to $74,999","Female","Catholic ","This survey is very interested to do",0,163,"A2MYB8AD4FT6S6","control","Postgraduate degree","Bachelor or higher","25 to 39",0,0,0,0,0,1,0.392022400771548
"220",523,"2021-12-08 10:10:51","2021-12-08 10:12:54","IP Address","147.124.212.88",100,123,"True","2021-12-08 10:12:55","R_2zc2UZzoNUG2Yk2",NA,NA,NA,NA,32.7767028808594,-96.8050003051758,"anonymous","EN",1,1,1,0,0,1,-1,-1,1,"Democrat",1,"Bachelor's degree","Black or African American",35,"$50,000 to $74,999","Female","Catholic ","good",0,123,"A19WV2PBWN5UPU","traditional security","Bachelor's degree","Bachelor or higher","25 to 39",0,0,0,0,1,1,0.422348538313275
